id,zipcode,city,state,fo,dds,oho,fo_id,dds_id,oho_id
2,1001,Agawam,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
3,1002,Cushman,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
4,1003,Amherst,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
5,1004,Amherst,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
6,1005,Barre,MA,WORCESTER MA,,SPRINGFIELD MA,,,
7,1007,Belchertown,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
8,1009,Bondsville,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
9,1010,Brimfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
10,1011,Chester,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
11,1012,Chesterfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
12,1013,Chicopee,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
13,1014,Chester,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
14,1020,Chicopee,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
15,1021,Chicopee,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
16,1022,Westover Afb,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
17,1026,Cummington,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
18,1027,Mount Tom,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
19,1028,East Longmeadow,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
20,1029,East Otis,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
21,1030,Feeding Hills,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
22,1031,Gilbertville,MA,WORCESTER MA,,SPRINGFIELD MA,,,
23,1032,Goshen,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
24,1033,Granby,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
25,1034,Tolland,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
26,1035,Hadley,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
27,1036,Hampden,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
28,1037,Hardwick,MA,WORCESTER MA,,SPRINGFIELD MA,,,
29,1038,Hatfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
30,1039,Haydenville,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
31,1040,Holyoke,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
32,1041,Chicopee,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
33,1050,Huntington,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
34,1053,Leeds,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
35,1054,Leverett,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
36,1056,Ludlow,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
37,1057,Monson,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
38,1059,Holyoke,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
39,1060,Florence,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
40,1061,North Amherst,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
41,1062,Florence,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
42,1063,Northampton,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
43,1066,North Hatfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
44,1068,Oakham,MA,WORCESTER MA,,SPRINGFIELD MA,,,
45,1069,Palmer,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
46,1070,Plainfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
47,1071,Russell,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
48,1072,Shutesbury,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
49,1073,Southampton,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
50,1074,South Barre,MA,WORCESTER MA,,SPRINGFIELD MA,,,
51,1075,South Hadley,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
52,1077,Southwick,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
53,1079,Thorndike,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
54,1080,Three Rivers,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
55,1081,Wales,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
56,1082,Ware,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
57,1083,Warren,MA,WORCESTER MA,,SPRINGFIELD MA,,,
58,1084,West Chesterfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
59,1085,Montgomery,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
60,1086,Westfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
61,1088,West Hatfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
62,1089,West Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
63,1090,"""West Springfield""""""",MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
64,1092,West Warren,MA,WORCESTER MA,,SPRINGFIELD MA,,,
65,1093,Whately,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
66,1094,Wheelwright,MA,WORCESTER MA,,SPRINGFIELD MA,,,
67,1095,Wilbraham,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
68,1096,Williamsburg,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
69,1097,Woronoco,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
70,1098,Worthington,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
71,1101,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
72,1102,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
73,1103,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
74,1104,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
75,1105,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
76,1106,Longmeadow,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
77,1107,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
78,1108,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
79,1109,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
80,1111,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
81,1115,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
82,1116,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
83,1118,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
84,1119,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
85,1128,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
86,1129,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
87,1138,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
88,1139,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
89,1144,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
90,1151,Indian Orchard,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
91,1152,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
92,1199,Springfield,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
93,1201,Pittsfield,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
94,1202,Pittsfield,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
95,1203,Pittsfield,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
96,1220,Adams,MA,NORTH ADAMS MA,,SPRINGFIELD MA,,,
97,1222,Ashley Falls,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
98,1223,Becket,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
99,1224,Berkshire,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
100,1225,Cheshire,MA,NORTH ADAMS MA,,SPRINGFIELD MA,,,
101,1226,Dalton,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
102,1227,Dalton,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
103,1229,Glendale,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
104,1230,Great Barrington,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
105,1235,Peru,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
106,1236,Housatonic,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
107,1237,Hancock,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
108,1238,Lee,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
109,1240,Lenox,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
110,1242,Lenox Dale,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
111,1243,Middlefield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
112,1244,Mill River,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
113,1245,West Otis,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
114,1247,Clarksburg,MA,NORTH ADAMS MA,,SPRINGFIELD MA,,,
115,1252,North Egremont,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
116,1253,Otis,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
117,1254,Richmond,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
118,1255,Sandisfield,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
119,1256,Savoy,MA,NORTH ADAMS MA,,SPRINGFIELD MA,,,
120,1257,Sheffield,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
121,1258,South Egremont,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
122,1259,Southfield,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
123,1260,South Lee,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
124,1262,Stockbridge,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
125,1263,Stockbridge,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
126,1264,Tyringham,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
127,1266,West Stockbridge,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
128,1267,Williamstown,MA,NORTH ADAMS MA,,SPRINGFIELD MA,,,
129,1270,Windsor,MA,PITTSFIELD MA,,SPRINGFIELD MA,,,
130,1301,Greenfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
131,1302,Greenfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
132,1330,Ashfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
133,1331,New Salem,MA,GARDNER MA,,SPRINGFIELD MA,,,
134,1337,Leyden,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
135,1338,Buckland,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
136,1339,Hawley,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
137,1340,Colrain,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
138,1341,Conway,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
139,1342,Deerfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
140,1343,Drury,MA,NORTH ADAMS MA,,SPRINGFIELD MA,,,
141,1344,Erving,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
142,1346,Heath,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
143,1347,Lake Pleasant,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
144,1349,Millers Falls,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
145,1350,Monroe,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
146,1351,Montague,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
147,1354,Gill,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
148,1355,New Salem,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
149,1360,Northfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
150,1364,New Salem,MA,GARDNER MA,,SPRINGFIELD MA,,,
151,1366,Petersham,MA,GARDNER MA,,SPRINGFIELD MA,,,
152,1367,Rowe,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
153,1368,Royalston,MA,GARDNER MA,,SPRINGFIELD MA,,,
154,1370,Shelburne Falls,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
155,1373,South Deerfield,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
156,1375,Sunderland,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
157,1376,Turners Falls,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
158,1378,Warwick,MA,GARDNER MA,,SPRINGFIELD MA,,,
159,1379,Wendell,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
160,1380,Wendell Depot,MA,HOLYOKE MA,,SPRINGFIELD MA,,,
161,1420,Fitchburg,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
162,1430,Ashburnham,MA,GARDNER MA,,SPRINGFIELD MA,,,
163,1431,Ashby,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
164,1432,Ayer,MA,LOWELL MA,,SPRINGFIELD MA,,,
165,1434,Devens,MA,LOWELL MA,,SPRINGFIELD MA,,,
166,1436,Baldwinville,MA,GARDNER MA,,SPRINGFIELD MA,,,
167,1438,East Templeton,MA,GARDNER MA,,SPRINGFIELD MA,,,
168,1440,Gardner,MA,GARDNER MA,,SPRINGFIELD MA,,,
169,1441,Westminster,MA,GARDNER MA,,SPRINGFIELD MA,,,
170,1450,Groton,MA,LOWELL MA,,SPRINGFIELD MA,,,
171,1451,Harvard,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
172,1452,Hubbardston,MA,GARDNER MA,,SPRINGFIELD MA,,,
173,1453,Leominster,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
174,1460,Littleton,MA,LOWELL MA,,SPRINGFIELD MA,,,
175,1462,Lunenburg,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
176,1463,Pepperell,MA,LOWELL MA,,SPRINGFIELD MA,,,
177,1464,Shirley Center,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
178,1467,Still River,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
179,1468,Templeton,MA,GARDNER MA,,SPRINGFIELD MA,,,
180,1469,Townsend,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
181,1470,Groton,MA,LOWELL MA,,SPRINGFIELD MA,,,
182,1471,Groton,MA,LOWELL MA,,SPRINGFIELD MA,,,
183,1472,West Groton,MA,LOWELL MA,,SPRINGFIELD MA,,,
184,1473,Westminster,MA,GARDNER MA,,SPRINGFIELD MA,,,
185,1474,W Townsend,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
186,1475,Winchendon,MA,GARDNER MA,,SPRINGFIELD MA,,,
187,1501,Auburn,MA,WORCESTER MA,,SPRINGFIELD MA,,,
188,1503,Berlin,MA,WORCESTER MA,,SPRINGFIELD MA,,,
189,1504,Blackstone,MA,WOONSOCKET RI,,SPRINGFIELD MA,,,
190,1505,Boylston,MA,WORCESTER MA,,SPRINGFIELD MA,,,
191,1506,Brookfield,MA,WORCESTER MA,,SPRINGFIELD MA,,,
192,1507,Charlton,MA,WORCESTER MA,,SPRINGFIELD MA,,,
193,1508,Charlton City,MA,WORCESTER MA,,SPRINGFIELD MA,,,
194,1509,Charlton Depot,MA,WORCESTER MA,,SPRINGFIELD MA,,,
195,1510,Clinton,MA,WORCESTER MA,,SPRINGFIELD MA,,,
196,1515,East Brookfield,MA,WORCESTER MA,,SPRINGFIELD MA,,,
197,1516,East Douglas,MA,WORCESTER MA,,SPRINGFIELD MA,,,
198,1518,Fiskdale,MA,WORCESTER MA,,SPRINGFIELD MA,,,
199,1519,Grafton,MA,WORCESTER MA,,SPRINGFIELD MA,,,
200,1520,Holden,MA,WORCESTER MA,,SPRINGFIELD MA,,,
201,1521,Holland,MA,SPRINGFIELD MA,,SPRINGFIELD MA,,,
202,1522,Jefferson,MA,WORCESTER MA,,SPRINGFIELD MA,,,
203,1523,Lancaster,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
204,1524,Leicester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
205,1525,Linwood,MA,WORCESTER MA,,SPRINGFIELD MA,,,
206,1526,Manchaug,MA,WORCESTER MA,,SPRINGFIELD MA,,,
207,1527,Millbury,MA,WORCESTER MA,,SPRINGFIELD MA,,,
208,1529,Millville,MA,WOONSOCKET RI,,SPRINGFIELD MA,,,
209,1531,New Braintree,MA,WORCESTER MA,,SPRINGFIELD MA,,,
210,1532,Northborough,MA,WORCESTER MA,,SPRINGFIELD MA,,,
211,1534,Northbridge,MA,WORCESTER MA,,SPRINGFIELD MA,,,
212,1535,North Brookfield,MA,WORCESTER MA,,SPRINGFIELD MA,,,
213,1536,North Grafton,MA,WORCESTER MA,,SPRINGFIELD MA,,,
214,1537,North Oxford,MA,WORCESTER MA,,SPRINGFIELD MA,,,
215,1538,North Uxbridge,MA,WORCESTER MA,,SPRINGFIELD MA,,,
216,1540,Oxford,MA,WORCESTER MA,,SPRINGFIELD MA,,,
217,1541,Princeton,MA,GARDNER MA,,SPRINGFIELD MA,,,
218,1542,Rochdale,MA,WORCESTER MA,,SPRINGFIELD MA,,,
219,1543,Rutland,MA,WORCESTER MA,,SPRINGFIELD MA,,,
220,1545,Shrewsbury,MA,WORCESTER MA,,SPRINGFIELD MA,,,
221,1546,Shrewsbury,MA,WORCESTER MA,,SPRINGFIELD MA,,,
222,1550,Southbridge,MA,WORCESTER MA,,SPRINGFIELD MA,,,
223,1560,South Grafton,MA,WORCESTER MA,,SPRINGFIELD MA,,,
224,1561,South Lancaster,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
225,1562,Spencer,MA,WORCESTER MA,,SPRINGFIELD MA,,,
226,1564,Sterling,MA,FITCHBURG MA,,SPRINGFIELD MA,,,
227,1566,Sturbridge,MA,WORCESTER MA,,SPRINGFIELD MA,,,
228,1568,West Upton,MA,WORCESTER MA,,SPRINGFIELD MA,,,
229,1569,Uxbridge,MA,WORCESTER MA,,SPRINGFIELD MA,,,
230,1570,Dudley Hill,MA,WORCESTER MA,,SPRINGFIELD MA,,,
231,1571,Dudley,MA,WORCESTER MA,,SPRINGFIELD MA,,,
232,1581,Westborough,MA,WORCESTER MA,,SPRINGFIELD MA,,,
233,1583,West Boylston,MA,WORCESTER MA,,SPRINGFIELD MA,,,
234,1585,West Brookfield,MA,WORCESTER MA,,SPRINGFIELD MA,,,
235,1586,West Milbury,MA,WORCESTER MA,,SPRINGFIELD MA,,,
236,1588,Whitinsville,MA,WORCESTER MA,,SPRINGFIELD MA,,,
237,1590,Wilkinsonville,MA,WORCESTER MA,,SPRINGFIELD MA,,,
238,1601,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
239,1602,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
240,1603,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
241,1604,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
242,1605,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
243,1606,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
244,1607,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
245,1608,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
246,1609,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
247,1610,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
248,1611,Cherry Valley,MA,WORCESTER MA,,SPRINGFIELD MA,,,
249,1612,Paxton,MA,WORCESTER MA,,SPRINGFIELD MA,,,
250,1613,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
251,1614,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
252,1615,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
253,1653,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
254,1655,Worcester,MA,WORCESTER MA,,SPRINGFIELD MA,,,
255,1701,Framingham,MA,FRAMINGHAM MA,,BOSTON MA,,,
256,1702,Framingham,MA,FRAMINGHAM MA,,BOSTON MA,,,
257,1703,Framingham,MA,FRAMINGHAM MA,,BOSTON MA,,,
258,1704,Framingham,MA,FRAMINGHAM MA,,BOSTON MA,,,
259,1705,Framingham,MA,FRAMINGHAM MA,,BOSTON MA,,,
260,1718,Village Of Nagog,MA,WALTHAM MA,,BOSTON MA,,,
261,1719,Boxboro,MA,WALTHAM MA,,BOSTON MA,,,
262,1720,Acton,MA,WALTHAM MA,,BOSTON MA,,,
263,1721,Ashland,MA,FRAMINGHAM MA,,BOSTON MA,,,
264,1730,Bedford,MA,CAMBRIDGE MA,,BOSTON MA,,,
265,1731,Hanscom Afb,MA,CAMBRIDGE MA,,BOSTON MA,,,
266,1740,Bolton,MA,FITCHBURG MA,,BOSTON MA,,,
267,1741,Carlisle,MA,LOWELL MA,,LAWRENCE MA,,,
268,1742,Concord,MA,WALTHAM MA,,BOSTON MA,,,
269,1745,Southborough,MA,FRAMINGHAM MA,,BOSTON MA,,,
270,1746,Holliston,MA,FRAMINGHAM MA,,BOSTON MA,,,
271,1747,Hopedale,MA,FRAMINGHAM MA,,BOSTON MA,,,
272,1748,Hopkinton,MA,FRAMINGHAM MA,,BOSTON MA,,,
273,1749,Hudson,MA,FRAMINGHAM MA,,BOSTON MA,,,
274,1752,Marlborough,MA,FRAMINGHAM MA,,BOSTON MA,,,
275,1754,Maynard,MA,WALTHAM MA,,BOSTON MA,,,
276,1756,Mendon,MA,WOONSOCKET RI,,PROVIDENCE RI,,,
277,1757,Milford,MA,FRAMINGHAM MA,,BOSTON MA,,,
278,1760,Natick,MA,FRAMINGHAM MA,,BOSTON MA,,,
279,1770,Sherborn,MA,FRAMINGHAM MA,,BOSTON MA,,,
280,1772,Southborough,MA,FRAMINGHAM MA,,BOSTON MA,,,
281,1773,Lincoln,MA,WALTHAM MA,,BOSTON MA,,,
282,1775,Stow,MA,WALTHAM MA,,BOSTON MA,,,
283,1776,Sudbury,MA,WALTHAM MA,,BOSTON MA,,,
284,1778,Wayland,MA,WALTHAM MA,,BOSTON MA,,,
285,1784,Woodville,MA,FRAMINGHAM MA,,BOSTON MA,,,
286,1801,Woburn,MA,CAMBRIDGE MA,,BOSTON MA,,,
287,1803,Burlington,MA,CAMBRIDGE MA,,BOSTON MA,,,
288,1805,Burlington,MA,CAMBRIDGE MA,,BOSTON MA,,,
289,1810,Andover,MA,LAWRENCE MA,,LAWRENCE MA,,,
290,1812,Andover,MA,LAWRENCE MA,,LAWRENCE MA,,,
291,1813,Woburn,MA,CAMBRIDGE MA,,BOSTON MA,,,
292,1815,Woburn,MA,CAMBRIDGE MA,,BOSTON MA,,,
293,1821,Billerica,MA,LOWELL MA,,LAWRENCE MA,,,
294,1822,Billerica,MA,LOWELL MA,,LAWRENCE MA,,,
295,1824,South Chelmsford,MA,LOWELL MA,,LAWRENCE MA,,,
296,1826,Dracut,MA,LOWELL MA,,LAWRENCE MA,,,
297,1827,Dunstable,MA,LOWELL MA,,LAWRENCE MA,,,
298,1830,Haverhill,MA,HAVERHILL MA,,LAWRENCE MA,,,
299,1831,Haverhill,MA,HAVERHILL MA,,LAWRENCE MA,,,
300,1832,Haverhill,MA,HAVERHILL MA,,LAWRENCE MA,,,
301,1833,Georgetown,MA,HAVERHILL MA,,LAWRENCE MA,,,
302,1834,Groveland,MA,HAVERHILL MA,,LAWRENCE MA,,,
303,1835,Bradford,MA,HAVERHILL MA,,LAWRENCE MA,,,
304,1840,Lawrence,MA,LAWRENCE MA,,LAWRENCE MA,,,
305,1841,Lawrence,MA,LAWRENCE MA,,LAWRENCE MA,,,
306,1842,Lawrence,MA,LAWRENCE MA,,LAWRENCE MA,,,
307,1843,Lawrence,MA,LAWRENCE MA,,LAWRENCE MA,,,
308,1844,Methuen,MA,LAWRENCE MA,,LAWRENCE MA,,,
309,1845,North Andover,MA,LAWRENCE MA,,LAWRENCE MA,,,
310,1850,Lowell,MA,LOWELL MA,,LAWRENCE MA,,,
311,1851,Lowell,MA,LOWELL MA,,LAWRENCE MA,,,
312,1852,Lowell,MA,LOWELL MA,,LAWRENCE MA,,,
313,1853,Lowell,MA,LOWELL MA,,LAWRENCE MA,,,
314,1854,Lowell,MA,LOWELL MA,,LAWRENCE MA,,,
315,1860,Merrimac,MA,HAVERHILL MA,,LAWRENCE MA,,,
316,1862,North Billerica,MA,LOWELL MA,,LAWRENCE MA,,,
317,1863,North Chelmsford,MA,LOWELL MA,,LAWRENCE MA,,,
318,1864,North Reading,MA,MALDEN MA,,BOSTON MA,,,
319,1865,Nutting Lake,MA,LOWELL MA,,LAWRENCE MA,,,
320,1866,Pinehurst,MA,LOWELL MA,,LAWRENCE MA,,,
321,1867,Reading,MA,MALDEN MA,,BOSTON MA,,,
322,1876,Tewksbury,MA,LOWELL MA,,LAWRENCE MA,,,
323,1879,Tyngsboro,MA,LOWELL MA,,LAWRENCE MA,,,
324,1880,Wakefield,MA,MALDEN MA,,BOSTON MA,,,
325,1885,West Boxford,MA,LAWRENCE MA,,LAWRENCE MA,,,
326,1886,Graniteville,MA,LOWELL MA,,LAWRENCE MA,,,
327,1887,Wilmington,MA,LOWELL MA,,LAWRENCE MA,,,
328,1888,Woburn,MA,CAMBRIDGE MA,,BOSTON MA,,,
329,1889,North Reading,MA,MALDEN MA,,BOSTON MA,,,
330,1890,Winchester,MA,CAMBRIDGE MA,,BOSTON MA,,,
331,1899,Andover,MA,MALDEN MA,,BOSTON MA,,,
332,1901,Lynn,MA,LYNN MA,,BOSTON MA,,,
333,1902,Lynn,MA,LYNN MA,,BOSTON MA,,,
334,1903,Lynn,MA,LYNN MA,,BOSTON MA,,,
335,1904,East Lynn,MA,LYNN MA,,BOSTON MA,,,
336,1905,West Lynn,MA,LYNN MA,,BOSTON MA,,,
337,1906,Saugus,MA,LYNN MA,,BOSTON MA,,,
338,1907,Swampscott,MA,LYNN MA,,BOSTON MA,,,
339,1908,Nahant,MA,LYNN MA,,BOSTON MA,,,
340,1910,Lynn,MA,LYNN MA,,BOSTON MA,,,
341,1913,Amesbury,MA,HAVERHILL MA,,LAWRENCE MA,,,
342,1915,Beverly,MA,SALEM MA,,BOSTON MA,,,
343,1921,Boxford,MA,LAWRENCE MA,,LAWRENCE MA,,,
344,1922,Byfield,MA,HAVERHILL MA,,LAWRENCE MA,,,
345,1923,Danvers,MA,LYNN MA,,BOSTON MA,,,
346,1929,Essex,MA,SALEM MA,,BOSTON MA,,,
347,1930,Gloucester,MA,SALEM MA,,BOSTON MA,,,
348,1931,Gloucester,MA,SALEM MA,,BOSTON MA,,,
349,1936,Hamilton,MA,SALEM MA,,BOSTON MA,,,
350,1937,Hathorne,MA,LYNN MA,,BOSTON MA,,,
351,1938,Ipswich,MA,SALEM MA,,BOSTON MA,,,
352,1940,Lynnfield,MA,LYNN MA,,BOSTON MA,,,
353,1944,Manchester,MA,SALEM MA,,BOSTON MA,,,
354,1945,Marblehead,MA,SALEM MA,,BOSTON MA,,,
355,1949,Middleton,MA,LYNN MA,,BOSTON MA,,,
356,1950,Newburyport,MA,HAVERHILL MA,,LAWRENCE MA,,,
357,1951,Newbury,MA,HAVERHILL MA,,LAWRENCE MA,,,
358,1952,Salisbury,MA,HAVERHILL MA,,LAWRENCE MA,,,
359,1960,Peabody,MA,LYNN MA,,BOSTON MA,,,
360,1961,Peabody,MA,LYNN MA,,BOSTON MA,,,
361,1965,Prides Crossing,MA,SALEM MA,,BOSTON MA,,,
362,1966,Rockport,MA,SALEM MA,,BOSTON MA,,,
363,1969,Rowley,MA,HAVERHILL MA,,LAWRENCE MA,,,
364,1970,Salem,MA,SALEM MA,,BOSTON MA,,,
